ticket_id,title,description,account,location,status,priority,source,estimated_hours,primary_resource,role,queue,issue_type,sub_issue_type,work_type,contract_name,sla,created_at,created_by,completed_at,due_at,first_response_at,resolution,completed_by,is_legacy,priority_numeric,estimated_hours_clean,is_completed,resolution_hours,resolution_days,first_response_minutes,hours_until_due,hours_past_due,title_word_count,description_word_count,ticket_text,created_year,created_month,created_day,created_hour,created_day_of_week,created_week_of_year,created_is_weekend,created_is_business_hours,created_part_of_day,is_priority_low,is_priority_medium,is_priority_high,is_priority_critical,priority_weight,is_active_ticket,is_waiting_state,is_unassigned,is_overdue_open,ticket_text_char_count,ticket_text_has_server,ticket_text_has_backup,ticket_text_has_vpn,ticket_text_has_email,ticket_text_has_printer,ticket_text_has_access_issue,ticket_text_has_urgent_language,issue_type_group,queue_group,role_group,sla_priority_class,sla_coverage_type,sla_initial_response_hours,sla_status_update_hours,sla_weight,is_sla_high_urgency,is_service_request,is_maintenance,first_response_sla_met,ticket_age_hours,sla_age_ratio,sla_breach_risk,sla_breach_severity,resolution_hours_log,met_estimate_flag,estimate_error_hours
T20260202.0001,Slow computer performance,User's workstation takes over 5 minutes to boot and applications are sluggish. Machine is 4 years old with HDD.,ABLE Manufacturing HQ,Primary Location,Scheduled,Critical,Email,2.0,"Taylor, Mark",IT:Technician II,Triage,IT:Hardware,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-02 12:00:00,"Administrator, Autotask",,2026-02-09 15:00:00,2026-02-02 12:00:00,,,False,4,2.0,False,,,0.0,171.0,,3,19,Slow computer performance User's workstation takes over 5 minutes to boot and applications are sluggish. Machine is 4 years old with HDD.,2026,2,2,12,0,6,False,True,Afternoon,False,False,False,True,4,True,False,False,True,137,False,False,False,False,False,False,False,IT,Triage,IT,High,Standard,0.25,4.0,4,True,False,False,True,1366.31,5465.23,True,Critical,,False,
T20251205.0001,New user account creation,"HR requests new Active Directory account, email, and standard group memberships for incoming Accounting associate.",ABLE Manufacturing HQ,Primary Location,Scheduled,Medium,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Change Requests,SW:Defect,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-05 05:30:00,"Administrator, Autotask",,2025-12-12 11:00:00,2025-12-05 05:30:00,,,False,2,2.0,False,,,0.0,173.5,,4,15,"New user account creation HR requests new Active Directory account, email, and standard group memberships for incoming Accounting associate.",2025,12,5,5,4,49,False,False,Overnight,False,True,False,False,2,True,False,False,True,140,False,False,False,True,False,False,False,SW,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,2788.81,116.2,True,Critical,,False,
T20260126.0002,Email bouncing back to external clients,Several external clients report emails to our sales team are bouncing back with a 550 error.,ABLE Manufacturing HQ,Primary Location,Scheduled,Low,Email,2.0,"Moore, James",IT:Technician II,IT:Level II,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-26 22:30:00,"Administrator, Autotask",,2026-02-03 11:00:00,2026-01-26 22:30:00,,,False,1,2.0,False,,,0.0,180.5,,6,16,Email bouncing back to external clients Several external clients report emails to our sales team are bouncing back with a 550 error.,2026,1,26,22,0,5,False,False,Late Night,True,False,False,False,1,True,False,False,True,132,False,False,False,True,False,False,False,IT,IT,IT,Low,Expanded,4.0,48.0,1,False,False,False,True,1523.81,380.95,True,Critical,,False,
T20251227.0002,Network printer offline,The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.,ABLE Manufacturing HQ,Primary Location,Scheduled,High,Email,2.0,"Taylor, Mark",IT:Technician II,Triage,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-27 08:00:00,"Administrator, Autotask",,2026-01-05 11:00:00,2025-12-27 08:00:00,,,False,3,2.0,False,,,0.0,219.0,,3,18,Network printer offline The Ricoh copier/printer in the main office shows offline status for all users. Physical device appears powered on.,2025,12,27,8,5,52,True,False,Morning,False,False,True,False,3,True,False,False,True,139,False,False,False,False,True,False,False,Triage,Triage,IT,High,Expanded,0.25,4.0,4,True,False,False,True,2258.31,9033.23,True,Critical,,False,
T20260226.0005,Outlook not syncing emails,User reports Outlook on their workstation is not syncing new emails. Restarting the application did not resolve the issue.,ABLE Manufacturing HQ,Primary Location,Scheduled,Medium,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level II,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-26 07:00:00,"Administrator, Autotask",,2026-03-05 11:00:00,2026-02-26 07:00:00,,,False,2,2.0,False,,,0.0,172.0,,4,19,Outlook not syncing emails User reports Outlook on their workstation is not syncing new emails. Restarting the application did not resolve the issue.,2026,2,26,7,3,9,False,False,Morning,False,True,False,False,2,True,False,False,True,149,False,False,False,True,False,False,False,IT,IT,IT,Medium,Expanded,2.0,8.0,2,False,False,False,True,795.31,397.65,True,Critical,,False,
T20251227.0004,Keyboard and mouse not responding,User's wireless keyboard and mouse stopped working. New batteries did not fix the issue.,ABLE Manufacturing HQ,Primary Location,Scheduled,Medium,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level II,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-27 01:30:00,"Administrator, Autotask",,2026-01-05 11:00:00,2025-12-27 01:30:00,,,False,2,2.0,False,,,0.0,225.5,,5,14,Keyboard and mouse not responding User's wireless keyboard and mouse stopped working. New batteries did not fix the issue.,2025,12,27,1,5,52,True,False,Overnight,False,True,False,False,2,True,False,False,True,122,False,False,False,False,False,False,False,IT,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,2264.81,94.37,True,Critical,,False,
T20260220.0004,Need access to CRM application,Sales rep needs access provisioned to the Salesforce CRM. Manager has approved the request.,ABLE Manufacturing HQ,Primary Location,Scheduled,Critical,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Change Requests,SW:Defect,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-20 12:00:00,"Administrator, Autotask",,2026-02-27 15:00:00,2026-02-20 12:00:00,,,False,4,2.0,False,,,0.0,171.0,,5,14,Need access to CRM application Sales rep needs access provisioned to the Salesforce CRM. Manager has approved the request.,2026,2,20,12,4,8,False,True,Afternoon,False,False,False,True,4,True,False,False,True,122,False,False,False,False,False,True,False,SW,IT,IT,Service Request,Standard,24.0,24.0,1,False,True,False,True,934.31,38.93,True,Critical,,False,
T20251230.0002,Suspicious phishing email reported,Employee forwarded a suspicious email claiming to be from IT asking for credentials. Needs investigation.,ABLE Manufacturing HQ,Primary Location,Scheduled,Low,Email,2.0,"Miller, Susan",SW:Support II,IT:Level II,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-30 11:30:00,"Administrator, Autotask",,2026-01-06 14:30:00,2025-12-30 11:30:00,,,False,1,2.0,False,,,0.0,171.0,,4,15,Suspicious phishing email reported Employee forwarded a suspicious email claiming to be from IT asking for credentials. Needs investigation.,2025,12,30,11,1,1,False,True,Morning,True,False,False,False,1,True,False,False,True,140,False,False,False,True,False,False,False,Triage,IT,SW,Low,Standard,4.0,48.0,1,False,False,False,True,2182.81,545.7,True,Critical,,False,
T20260114.0002,Outlook not syncing emails,User reports Outlook on their workstation is not syncing new emails. Restarting the application did not resolve the issue.,ABLE Manufacturing HQ,Primary Location,Scheduled,Critical,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level II,SW:Internal,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-14 06:00:00,"Administrator, Autotask",,2026-01-21 11:00:00,2026-01-14 06:00:00,,,False,4,2.0,False,,,0.0,173.0,,4,19,Outlook not syncing emails User reports Outlook on their workstation is not syncing new emails. Restarting the application did not resolve the issue.,2026,1,14,6,2,3,False,False,Morning,False,False,False,True,4,True,False,False,True,149,False,False,False,True,False,False,False,SW,IT,IT,High,Expanded,0.25,4.0,4,True,False,False,True,1828.31,7313.23,True,Critical,,False,
T20251212.0002,Backup job failed overnight,Nightly backup job for the file server failed with a timeout error. Last successful backup was 3 days ago.,ABLE Manufacturing HQ,Primary Location,Scheduled,High,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level II,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-12 15:00:00,"Administrator, Autotask",,2025-12-22 09:00:00,2025-12-12 15:00:00,,,False,3,2.0,False,,,0.0,234.0,,4,19,Backup job failed overnight Nightly backup job for the file server failed with a timeout error. Last successful backup was 3 days ago.,2025,12,12,15,4,50,False,True,Afternoon,False,False,True,False,3,True,False,False,True,134,True,True,False,False,False,False,False,IT,IT,IT,High,Standard,0.25,4.0,4,True,False,False,True,2611.31,10445.23,True,Critical,,False,
T20260225.0001,Wi-Fi connectivity issues in conference room B,Staff report intermittent Wi-Fi drops in conference room B during video calls. Signal strength appears weak.,ABLE Manufacturing HQ,Primary Location,Scheduled,Critical,Email,2.0,"Miller, Susan",SW:Support II,IT:Level I,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-25 01:30:00,"Administrator, Autotask",,2026-03-04 11:00:00,2026-02-25 01:30:00,,,False,4,2.0,False,,,0.0,177.5,,7,16,Wi-Fi connectivity issues in conference room B Staff report intermittent Wi-Fi drops in conference room B during video calls. Signal strength appears weak.,2026,2,25,1,2,9,False,False,Overnight,False,False,False,True,4,True,False,False,True,155,False,False,False,False,False,False,False,Triage,IT,SW,High,Expanded,0.25,4.0,4,True,False,False,True,824.81,3299.23,True,Critical,,False,
T20260215.0003,Keyboard and mouse not responding,User's wireless keyboard and mouse stopped working. New batteries did not fix the issue.,ABLE Manufacturing HQ,Primary Location,Scheduled,Critical,Email,2.0,"Moore, James",IT:Technician II,IT:Level II,IT:Hardware,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-15 17:00:00,"Administrator, Autotask",,2026-02-23 11:00:00,2026-02-15 17:00:00,,,False,4,2.0,False,,,0.0,186.0,,5,14,Keyboard and mouse not responding User's wireless keyboard and mouse stopped working. New batteries did not fix the issue.,2026,2,15,17,6,7,True,False,Afternoon,False,False,False,True,4,True,False,False,True,122,False,False,False,False,False,False,False,IT,IT,IT,High,Expanded,0.25,4.0,4,True,False,False,True,1049.31,4197.23,True,Critical,,False,
T20251231.0001,Desk phone not receiving calls,User's VoIP desk phone rings but no audio when answered. Other phones on the same switch work fine.,ABLE Manufacturing HQ,Primary Location,Escalate,High,Email,2.0,"Moore, James",IT:Technician II,Triage,SW:Defect,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-31 07:30:00,"Administrator, Autotask",,2026-01-07 11:00:00,2025-12-31 07:30:00,,,False,3,2.0,False,,,0.0,171.5,,5,18,Desk phone not receiving calls User's VoIP desk phone rings but no audio when answered. Other phones on the same switch work fine.,2025,12,31,7,2,1,False,False,Morning,False,False,True,False,3,True,False,False,True,130,False,False,False,False,False,False,False,SW,Triage,IT,High,Expanded,0.25,4.0,4,True,False,False,True,2162.81,8651.23,True,Critical,,False,
T20260131.0001,Keyboard and mouse not responding,User's wireless keyboard and mouse stopped working. New batteries did not fix the issue.,ABLE Manufacturing HQ,Primary Location,Escalate,Medium,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level II,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-31 15:00:00,"Administrator, Autotask",,2026-02-09 11:00:00,2026-01-31 15:00:00,,,False,2,2.0,False,,,0.0,212.0,,5,14,Keyboard and mouse not responding User's wireless keyboard and mouse stopped working. New batteries did not fix the issue.,2026,1,31,15,5,5,True,False,Afternoon,False,True,False,False,2,True,False,False,True,122,False,False,False,False,False,False,False,SW,IT,IT,Medium,Expanded,2.0,8.0,2,False,False,False,True,1411.31,705.65,True,Critical,,False,
T20260227.0001,Software license expired for Adobe Acrobat,Adobe Acrobat Pro license has expired for the Marketing department. Three users unable to edit PDFs.,ABLE Manufacturing HQ,Primary Location,Escalate,High,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level I,SW:Defect,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-27 17:30:00,"Administrator, Autotask",,2026-03-09 11:00:00,2026-02-27 17:30:00,,,False,3,2.0,False,,,0.0,233.5,,6,16,Software license expired for Adobe Acrobat Adobe Acrobat Pro license has expired for the Marketing department. Three users unable to edit PDFs.,2026,2,27,17,4,9,False,False,Afternoon,False,False,True,False,3,True,False,False,True,143,False,False,False,False,False,False,False,SW,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,760.81,31.7,True,Critical,,False,
T20260117.0001,Request to install project management software,Project lead requesting installation of Monday.com desktop app on their workstation.,ABLE Manufacturing HQ,Primary Location,Escalate,Medium,Email,2.0,"Moore, James",IT:Technician II,IT:Level I,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-17 17:00:00,"Administrator, Autotask",,2026-01-26 11:00:00,2026-01-17 17:00:00,,,False,2,2.0,False,,,0.0,210.0,,6,11,Request to install project management software Project lead requesting installation of Monday.com desktop app on their workstation.,2026,1,17,17,5,3,True,False,Afternoon,False,True,False,False,2,True,False,False,True,131,False,False,False,False,False,False,False,IT,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,1745.31,72.72,True,Critical,,False,
T20260127.0001,QuickBooks not launching after update,QuickBooks Desktop crashes immediately on launch after the latest update was applied overnight.,ABLE Manufacturing HQ,Primary Location,Escalate,High,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level II,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-27 08:00:00,"Administrator, Autotask",,2026-02-03 11:00:00,2026-01-27 08:00:00,,,False,3,2.0,False,,,0.0,171.0,,5,13,QuickBooks not launching after update QuickBooks Desktop crashes immediately on launch after the latest update was applied overnight.,2026,1,27,8,1,5,False,True,Morning,False,False,True,False,3,True,False,False,True,133,False,False,False,False,False,False,True,IT,IT,IT,Maintenance,Standard,24.0,24.0,1,False,False,True,True,1514.31,63.1,True,Critical,,False,
T20260123.0001,Wi-Fi connectivity issues in conference room B,Staff report intermittent Wi-Fi drops in conference room B during video calls. Signal strength appears weak.,ABLE Manufacturing HQ,Primary Location,Escalate,Low,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Change Requests,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-23 09:00:00,"Administrator, Autotask",,2026-01-30 12:00:00,2026-01-23 09:00:00,,,False,1,2.0,False,,,0.0,171.0,,7,16,Wi-Fi connectivity issues in conference room B Staff report intermittent Wi-Fi drops in conference room B during video calls. Signal strength appears weak.,2026,1,23,9,4,4,False,True,Morning,True,False,False,False,1,True,False,False,True,155,False,False,False,False,False,False,False,SW,IT,IT,Service Request,Standard,24.0,24.0,1,False,True,False,True,1609.31,67.05,True,Critical,,False,
T20251212.0001,Laptop battery not holding charge,User's Dell laptop battery drains from 100% to 0% in under an hour. Laptop is 2 years old.,ABLE Manufacturing HQ,Primary Location,Escalate,Low,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level I,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-12 01:00:00,"Administrator, Autotask",,2025-12-19 11:00:00,2025-12-12 01:00:00,,,False,1,2.0,False,,,0.0,178.0,,5,18,Laptop battery not holding charge User's Dell laptop battery drains from 100% to 0% in under an hour. Laptop is 2 years old.,2025,12,12,1,4,50,False,False,Overnight,True,False,False,False,1,True,False,False,True,124,False,False,False,False,False,False,False,IT,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,2625.31,109.39,True,Critical,,False,
T20260116.0001,Backup job failed overnight,Nightly backup job for the file server failed with a timeout error. Last successful backup was 3 days ago.,ABLE Manufacturing HQ,Primary Location,Escalate,Low,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level II,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-16 03:30:00,"Administrator, Autotask",,2026-01-23 11:00:00,2026-01-16 03:30:00,,,False,1,2.0,False,,,0.0,175.5,,4,19,Backup job failed overnight Nightly backup job for the file server failed with a timeout error. Last successful backup was 3 days ago.,2026,1,16,3,4,3,False,False,Overnight,True,False,False,False,1,True,False,False,True,134,True,True,False,False,False,False,False,Triage,IT,IT,Low,Expanded,4.0,48.0,1,False,False,False,True,1782.81,445.7,True,Critical,,False,
T20260213.0001,Zoom meeting room setup,Need to configure the new conference room TV and camera system for Zoom Rooms integration.,ABLE Manufacturing HQ,Primary Location,Escalate,Medium,Email,2.0,"Anderson, Scott",IT:Service Manager,Triage,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-13 11:30:00,"Administrator, Autotask",,2026-02-20 14:30:00,2026-02-13 11:30:00,,,False,2,2.0,False,,,0.0,171.0,,4,15,Zoom meeting room setup Need to configure the new conference room TV and camera system for Zoom Rooms integration.,2026,2,13,11,4,7,False,True,Morning,False,True,False,False,2,True,False,False,True,114,False,False,False,False,False,False,False,SW,Triage,IT,Service Request,Standard,24.0,24.0,1,False,True,False,True,1102.81,45.95,True,Critical,,False,
T20260130.0002,Need access to CRM application,Sales rep needs access provisioned to the Salesforce CRM. Manager has approved the request.,ABLE Manufacturing HQ,Primary Location,Escalate,Critical,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level II,IT:Hardware,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-30 14:00:00,"Administrator, Autotask",,2026-02-06 17:00:00,2026-01-30 14:00:00,,,False,4,2.0,False,,,0.0,171.0,,5,14,Need access to CRM application Sales rep needs access provisioned to the Salesforce CRM. Manager has approved the request.,2026,1,30,14,4,5,False,True,Afternoon,False,False,False,True,4,True,False,False,True,122,False,False,False,False,False,True,False,IT,IT,IT,Service Request,Standard,24.0,24.0,1,False,True,False,True,1436.31,59.85,True,Critical,,False,
T20251220.0001,Server room temperature alert,Environmental monitoring system triggered a high-temperature alert in the server room. HVAC may be malfunctioning.,ABLE Manufacturing HQ,Primary Location,Escalate,Critical,Email,2.0,"Moore, James",IT:Technician II,Triage,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-20 14:00:00,"Administrator, Autotask",,2025-12-29 11:00:00,2025-12-20 14:00:00,,,False,4,2.0,False,,,0.0,213.0,,4,15,Server room temperature alert Environmental monitoring system triggered a high-temperature alert in the server room. HVAC may be malfunctioning.,2025,12,20,14,5,51,True,False,Afternoon,False,False,False,True,4,True,False,False,True,144,True,False,False,False,False,False,False,SW,Triage,IT,High,Expanded,0.25,4.0,4,True,False,False,True,2420.31,9681.23,True,Critical,,False,
T20260206.0002,Password reset request,Employee locked out of their account after multiple failed login attempts. Requesting password reset and account unlock.,ABLE Manufacturing HQ,Primary Location,Escalate,Low,Email,2.0,"Anderson, Scott",IT:Service Manager,Triage,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-06 07:30:00,"Administrator, Autotask",,2026-02-13 11:00:00,2026-02-06 07:30:00,,,False,1,2.0,False,,,0.0,171.5,,3,17,Password reset request Employee locked out of their account after multiple failed login attempts. Requesting password reset and account unlock.,2026,2,6,7,4,6,False,False,Morning,True,False,False,False,1,True,False,False,True,143,False,False,False,False,False,False,False,SW,Triage,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,1274.81,53.12,True,Critical,,False,
T20260203.0002,Shared drive access denied,User in Accounting cannot access the shared S: drive. Permissions appear correct in AD but access is still denied.,ABLE Manufacturing HQ,Primary Location,Escalate,Critical,Email,2.0,"Taylor, Mark",IT:Technician II,Triage,SW:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-03 23:00:00,"Administrator, Autotask",,2026-02-11 11:00:00,2026-02-03 23:00:00,,,False,4,2.0,False,,,0.0,180.0,,4,19,Shared drive access denied User in Accounting cannot access the shared S: drive. Permissions appear correct in AD but access is still denied.,2026,2,3,23,1,6,False,False,Late Night,False,False,False,True,4,True,False,False,True,141,False,False,False,False,False,True,False,SW,Triage,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,1331.31,55.47,True,Critical,,False,
T20260128.0002,Email bouncing back to external clients,Several external clients report emails to our sales team are bouncing back with a 550 error.,ABLE Manufacturing HQ,Primary Location,Escalate,Critical,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Change Requests,SW:Defect,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-28 14:30:00,"Administrator, Autotask",,2026-02-05 08:30:00,2026-01-28 14:30:00,,,False,4,2.0,False,,,0.0,186.0,,6,16,Email bouncing back to external clients Several external clients report emails to our sales team are bouncing back with a 550 error.,2026,1,28,14,2,5,False,True,Afternoon,False,False,False,True,4,True,False,False,True,132,False,False,False,True,False,False,False,SW,IT,IT,Service Request,Standard,24.0,24.0,1,False,True,False,True,1483.81,61.83,True,Critical,,False,
T20251220.0003,New user account creation,"HR requests new Active Directory account, email, and standard group memberships for incoming Accounting associate.",ABLE Manufacturing HQ,Primary Location,Escalate,Low,Email,2.0,"Moore, James",IT:Technician II,Triage,IT:Hardware,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-20 04:30:00,"Administrator, Autotask",,2025-12-29 11:00:00,2025-12-20 04:30:00,,,False,1,2.0,False,,,0.0,222.5,,4,15,"New user account creation HR requests new Active Directory account, email, and standard group memberships for incoming Accounting associate.",2025,12,20,4,5,51,True,False,Overnight,True,False,False,False,1,True,False,False,True,140,False,False,False,True,False,False,False,IT,Triage,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,2429.81,101.24,True,Critical,,False,
T20260206.0004,Windows update causing BSOD,Two workstations experiencing Blue Screen of Death after latest Windows cumulative update was installed.,ABLE Manufacturing HQ,Primary Location,Escalate,Critical,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level I,IT:Hardware,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-06 11:30:00,"Administrator, Autotask",,2026-02-13 14:30:00,2026-02-06 11:30:00,,,False,4,2.0,False,,,0.0,171.0,,4,14,Windows update causing BSOD Two workstations experiencing Blue Screen of Death after latest Windows cumulative update was installed.,2026,2,6,11,4,6,False,True,Morning,False,False,False,True,4,True,False,False,True,132,False,False,False,False,False,False,False,IT,IT,IT,Maintenance,Standard,24.0,24.0,1,False,False,True,True,1270.81,52.95,True,Critical,,False,
T20251226.0004,Laptop battery not holding charge,User's Dell laptop battery drains from 100% to 0% in under an hour. Laptop is 2 years old.,ABLE Manufacturing HQ,Primary Location,Escalate,Medium,Email,2.0,"Miller, Susan",SW:Support II,IT:Level II,SW:Support,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2025-12-26 23:30:00,"Administrator, Autotask",,2026-01-05 11:00:00,2025-12-26 23:30:00,,,False,2,2.0,False,,,0.0,227.5,,5,18,Laptop battery not holding charge User's Dell laptop battery drains from 100% to 0% in under an hour. Laptop is 2 years old.,2025,12,26,23,4,52,False,False,Late Night,False,True,False,False,2,True,False,False,True,124,False,False,False,False,False,False,False,SW,IT,SW,Medium,Expanded,2.0,8.0,2,False,False,False,True,2266.81,1133.4,True,Critical,,False,
T20260209.0004,QuickBooks not launching after update,QuickBooks Desktop crashes immediately on launch after the latest update was applied overnight.,ABLE Manufacturing HQ,Primary Location,Escalate,High,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level II,IT:Applications,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-09 00:00:00,"Administrator, Autotask",,2026-02-16 11:00:00,2026-02-09 00:00:00,,,False,3,2.0,False,,,0.0,179.0,,5,13,QuickBooks not launching after update QuickBooks Desktop crashes immediately on launch after the latest update was applied overnight.,2026,2,9,0,0,7,False,False,Overnight,False,False,True,False,3,True,False,False,True,133,False,False,False,False,False,False,True,IT,IT,IT,Maintenance,Expanded,24.0,24.0,1,False,False,True,True,1210.31,50.43,True,Critical,,False,
T20260207.0005,New employee laptop setup,"New hire starting next Monday needs a laptop configured with standard software suite, email, and VPN access.",ABLE Manufacturing HQ,Primary Location,Escalate,Critical,Email,2.0,"Miller, Susan",SW:Support II,IT:Level II,IT:Hardware,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-07 23:30:00,"Administrator, Autotask",,2026-02-16 11:00:00,2026-02-07 23:30:00,,,False,4,2.0,False,,,0.0,203.5,,4,17,"New employee laptop setup New hire starting next Monday needs a laptop configured with standard software suite, email, and VPN access.",2026,2,7,23,5,6,True,False,Late Night,False,False,False,True,4,True,False,False,True,134,False,False,True,True,False,True,False,IT,IT,SW,Service Request,Expanded,24.0,24.0,1,False,True,False,True,1234.81,51.45,True,Critical,,False,
T20260101.0001,Wi-Fi connectivity issues in conference room B,Staff report intermittent Wi-Fi drops in conference room B during video calls. Signal strength appears weak.,ABLE Manufacturing HQ,Primary Location,Waiting Vendor,Low,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level II,Triage,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-01-01 23:00:00,"Administrator, Autotask",,2026-01-09 11:00:00,2026-01-01 23:00:00,,,False,1,2.0,False,,,0.0,180.0,,7,16,Wi-Fi connectivity issues in conference room B Staff report intermittent Wi-Fi drops in conference room B during video calls. Signal strength appears weak.,2026,1,1,23,3,1,False,False,Late Night,True,False,False,False,1,True,True,False,True,155,False,False,False,False,False,False,False,Triage,IT,IT,Low,Expanded,4.0,48.0,1,False,False,False,True,2123.31,530.83,True,Critical,,False,
T20260226.0004,Server room temperature alert,Environmental monitoring system triggered a high-temperature alert in the server room. HVAC may be malfunctioning.,ABLE Manufacturing HQ,Primary Location,Waiting Vendor,High,Email,2.0,"Anderson, Scott",IT:Service Manager,Triage,SW:Defect,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-26 07:00:00,"Administrator, Autotask",,2026-03-05 11:00:00,2026-02-26 07:00:00,,,False,3,2.0,False,,,0.0,172.0,,4,15,Server room temperature alert Environmental monitoring system triggered a high-temperature alert in the server room. HVAC may be malfunctioning.,2026,2,26,7,3,9,False,False,Morning,False,False,True,False,3,True,True,False,True,144,True,False,False,False,False,False,False,SW,Triage,IT,High,Expanded,0.25,4.0,4,True,False,False,True,795.31,3181.23,True,Critical,,False,
T20260212.0001,Shared drive access denied,User in Accounting cannot access the shared S: drive. Permissions appear correct in AD but access is still denied.,ABLE Manufacturing HQ,Primary Location,Waiting Vendor,Low,Email,2.0,"Anderson, Scott",IT:Service Manager,IT:Level II,SW:Internal,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-12 23:00:00,"Administrator, Autotask",,2026-02-20 11:00:00,2026-02-12 23:00:00,,,False,1,2.0,False,,,0.0,180.0,,4,19,Shared drive access denied User in Accounting cannot access the shared S: drive. Permissions appear correct in AD but access is still denied.,2026,2,12,23,3,7,False,False,Late Night,True,False,False,False,1,True,True,False,True,141,False,False,False,False,False,True,False,SW,IT,IT,Low,Expanded,4.0,48.0,1,False,False,False,True,1115.31,278.83,True,Critical,,False,
T20260228.0001,OneDrive sync errors,User getting persistent sync conflict errors in OneDrive. Several files showing duplicate versions.,ABLE Manufacturing HQ,Primary Location,Waiting Vendor,High,Email,2.0,"Taylor, Mark",IT:Technician II,IT:Level I,IT:Change,,,Able Manufacturing - Recurring Service,IT:Premium SLA,2026-02-28 04:30:00,"Administrator, Autotask",,2026-03-09 11:00:00,2026-02-28 04:30:00,,,False,3,2.0,False,,,0.0,222.5,,3,13,OneDrive sync errors User getting persistent sync conflict errors in OneDrive. Several files showing duplicate versions.,2026,2,28,4,5,9,True,False,Overnight,False,False,True,False,3,True,True,False,True,120,False,False,False,False,False,False,False,IT,IT,IT,Service Request,Expanded,24.0,24.0,1,False,True,False,True,749.81,31.24,True,Critical,,False,
